,index,text,entities,relations,Comments,id,label,start_offset,end_offset
171,173, The net of these three points is that ransomware is a threat such that focus needs to be placed solely around prevention.,[],[],[],,,,
172,174,"There is no effective solution for ransomware at the operating system level, as outlined above.",[],[],[],,,,
173,175,"And unlike other attacks, ransomware attacks can’t succeed “just a little.”",[],[],[],,,,
174,176,"In some cases, a single file lost is more than enough to count as a fully successful attack.",[],[],[],,,,
175,177," In some ways, ransomware is a threat unlike any other.",[],[],[],,,,
176,178,Its impact and scope are both broad and deep in ways that are unique.,[],[],[],,,,
177,179,"Because of that, from a risk assessment point of view, ransomware needs to be put in a class by itself – a class that acknowledges that the risks from a successful attack of any kind are very high.",[],[],[],,,,
178,180," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],,,,
179,181," Please mark, I'm not a robot!",[],[],[],,,,
180,182,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
181,183,This post is also available in:      日本語 (Japanese)  ,[],[],[],,,,
182,184,"Over the past several weeks, Russia-Ukraine cyber activity has escalated substantially.",[],[],[],,,,
183,185,"Beginning on Feb. 15, a series of distributed denial of service (DDoS) attacks commenced.","[{'id': 45851, 'label': 'TIME', 'start_offset': 13, 'end_offset': 20}, {'id': 45852, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 70}]",[],[],45851,TIME,13,20
184,186,"These attacks have continued over the past week, impacting both the Ukrainian government and banking institutions.","[{'id': 44612, 'label': 'identity', 'start_offset': 68, 'end_offset': 113}]",[],[],44612,identity,68,113
185,187,"On Feb. 23, a new variant of wiper malware named HermeticWiper was discovered in Ukraine.","[{'id': 591, 'label': 'malware', 'start_offset': 29, 'end_offset': 34}, {'id': 45853, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}, {'id': 45855, 'label': 'malware', 'start_offset': 49, 'end_offset': 62}, {'id': 45854, 'label': 'location', 'start_offset': 81, 'end_offset': 88}]","[{'id': 123, 'from_id': 45855, 'to_id': 591, 'type': 'variant-of'}, {'id': 124, 'from_id': 45855, 'to_id': 45854, 'type': 'targets'}]",[],591,malware,29,34
186,188,"Shortly after, a new round of website defacement attacks were also observed impacting Ukrainian government organizations.","[{'id': 45856, 'label': 'identity', 'start_offset': 86, 'end_offset': 120}, {'id': 45857, 'label': 'attack-pattern', 'start_offset': 30, 'end_offset': 48}]",[],[],45856,identity,86,120
187,189," Consistent with our previous reporting on the topic, several western governments have issued recommendations for their populations to prepare for cyberattacks that could disrupt, disable or destroy critical infrastructure.","[{'id': 45858, 'label': 'identity', 'start_offset': 62, 'end_offset': 81}]",[],[],45858,identity,62,81
188,190,"We have already observed an increase in Russian cyber activity, which we reported on in our initial Threat Brief published last month and our recent report on the Gamaredon group.","[{'id': 45859, 'label': 'threat-actor', 'start_offset': 163, 'end_offset': 178}, {'id': 45860, 'label': 'location', 'start_offset': 40, 'end_offset': 47}]",[],[],45859,threat-actor,163,178
189,191,Future attacks may target U.S. and Western European organizations in retaliation for increased sanctions or other political measures against the Russian government.,"[{'id': 45862, 'label': 'location', 'start_offset': 35, 'end_offset': 51}, {'id': 45863, 'label': 'identity', 'start_offset': 35, 'end_offset': 65}, {'id': 45861, 'label': 'location', 'start_offset': 26, 'end_offset': 30}, {'id': 45864, 'label': 'identity', 'start_offset': 145, 'end_offset': 163}]",[],[],45862,location,35,51
190,192,We recommend that all organizations proactively prepare to defend against this potential threat.,[],[],[],,,,
191,193," This post was substantially updated on Feb. 24 to add information on the recent DDoS attacks, HermeticWiper malware and website defacement; update our recommendations for how organizations should prepare for potential cyber impact; and provide additional details for our customers and clients on how we can help.","[{'id': 45866, 'label': 'TIME', 'start_offset': 40, 'end_offset': 47}, {'id': 45867, 'label': 'attack-pattern', 'start_offset': 81, 'end_offset': 93}, {'id': 45868, 'label': 'attack-pattern', 'start_offset': 121, 'end_offset': 139}, {'id': 45865, 'label': 'malware', 'start_offset': 95, 'end_offset': 108}]",[],[],45866,TIME,40,47
192,194,"This post was substantially updated March 31 to add information on phishing and scam attacks, cybersquatting trends, fake donation websites, DoS attacks on Ukrainian news sites and distribution of malicious binaries.","[{'id': 45871, 'label': 'attack-pattern', 'start_offset': 94, 'end_offset': 108}, {'id': 45872, 'label': 'attack-pattern', 'start_offset': 117, 'end_offset': 139}, {'id': 45873, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 152}, {'id': 45869, 'label': 'TIME', 'start_offset': 36, 'end_offset': 44}, {'id': 45874, 'label': 'identity', 'start_offset': 156, 'end_offset': 176}, {'id': 45875, 'label': 'attack-pattern', 'start_offset': 181, 'end_offset': 215}, {'id': 45870, 'label': 'attack-pattern', 'start_offset': 67, 'end_offset': 92}]","[{'id': 127, 'from_id': 45872, 'to_id': 45874, 'type': 'duplicate-of'}, {'id': 129, 'from_id': 45875, 'to_id': 45874, 'type': 'targets'}, {'id': 128, 'from_id': 45873, 'to_id': 45874, 'type': 'targets'}, {'id': 126, 'from_id': 45871, 'to_id': 45874, 'type': 'targets'}, {'id': 125, 'from_id': 45870, 'to_id': 45874, 'type': 'targets'}]",[],45871,attack-pattern,94,108
193,195," Full visualization of the techniques observed, relevant courses of action and indicators of compromise (IoCs) related to this report can be found in the Unit 42 ATOM viewer.  We will continue to provide updates with new information and recommendations as they become available.","[{'id': 45780, 'label': 'SOFTWARE', 'start_offset': 154, 'end_offset': 173}]",[],[],45780,SOFTWARE,154,173
194,196," DDoS Attacks Impacting Ukrainian Government and Banking Institutions HermeticWiper Malware Website Defacement Rise in Phishing and Scam Attacks Increase in Cybersquatting Trends Fake Donation Websites DoS Attacks on Ukrainian News Sites Distribution of Apps How Palo Alto Networks Is Working to Keep You Safe How You Should Prepare for an Increase in Cyberthreats Such as Wipers, DDoS, Website Defacement and Other Related Attacks How Unit 42 Threat Intelligence and Security Consulting Can Help Additional Cybersecurity Resources Indicators of Compromise","[{'id': 45877, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 13}, {'id': 45879, 'label': 'attack-pattern', 'start_offset': 84, 'end_offset': 109}, {'id': 45885, 'label': 'attack-pattern', 'start_offset': 238, 'end_offset': 258}, {'id': 45889, 'label': 'attack-pattern', 'start_offset': 387, 'end_offset': 405}, {'id': 45891, 'label': 'identity', 'start_offset': 436, 'end_offset': 443}, {'id': 45876, 'label': 'malware', 'start_offset': 70, 'end_offset': 83}, {'id': 45878, 'label': 'identity', 'start_offset': 24, 'end_offset': 69}, {'id': 45880, 'label': 'attack-pattern', 'start_offset': 119, 'end_offset': 144}, {'id': 45881, 'label': 'attack-pattern', 'start_offset': 157, 'end_offset': 171}, {'id': 45882, 'label': 'attack-pattern', 'start_offset': 179, 'end_offset': 201}, {'id': 45883, 'label': 'attack-pattern', 'start_offset': 202, 'end_offset': 213}, {'id': 45884, 'label': 'identity', 'start_offset': 217, 'end_offset': 237}, {'id': 45886, 'label': 'identity', 'start_offset': 263, 'end_offset': 281}, {'id': 45887, 'label': 'attack-pattern', 'start_offset': 373, 'end_offset': 379}, {'id': 45888, 'label': 'attack-pattern', 'start_offset': 381, 'end_offset': 385}]","[{'id': 130, 'from_id': 45877, 'to_id': 45878, 'type': 'targets'}]",[],45877,attack-pattern,1,13
195,197,Appendix A: Cortex Xpanse: Identifying Assets That May Be Impacted by CISA’s Known Exploited Vulnerabilities,"[{'id': 45892, 'label': 'SOFTWARE', 'start_offset': 12, 'end_offset': 25}, {'id': 45893, 'label': 'identity', 'start_offset': 70, 'end_offset': 75}]",[],[],45892,SOFTWARE,12,25
196,198,"On Feb. 15, the Cyberpolice of Ukraine reported that residents were actively receiving fake SMS text messages.","[{'id': 45894, 'label': 'TIME', 'start_offset': 3, 'end_offset': 10}, {'id': 44614, 'label': 'identity', 'start_offset': 16, 'end_offset': 38}, {'id': 44615, 'label': 'attack-pattern', 'start_offset': 77, 'end_offset': 109}]",[],[],45894,TIME,3,10
197,199,"These messages were likely intended to cause alarm among the population, as they claimed that ATMs were malfunctioning.",[],[],[],,,,
198,200," Shortly after the text messages were observed, several DDoS attacks occurred.","[{'id': 45895, 'label': 'attack-pattern', 'start_offset': 56, 'end_offset': 68}]",[],[],45895,attack-pattern,56,68
199,201,"These attacks impacted Ukrainian government organizations including the Ministry of Defense, Ministry of Foreign Affairs, Armed Forces of Ukraine and the publicly funded broadcaster Ukrainian Radio.","[{'id': 44616, 'label': 'identity', 'start_offset': 23, 'end_offset': 43}, {'id': 44617, 'label': 'identity', 'start_offset': 72, 'end_offset': 91}, {'id': 44618, 'label': 'identity', 'start_offset': 93, 'end_offset': 120}, {'id': 44619, 'label': 'identity', 'start_offset': 122, 'end_offset': 145}, {'id': 44620, 'label': 'identity', 'start_offset': 182, 'end_offset': 197}]",[],[],44616,identity,23,43
200,202,"Additionally, the attacks targeted two banking institutions, PrivatBank and Oschadbank.","[{'id': 45896, 'label': 'identity', 'start_offset': 61, 'end_offset': 71}, {'id': 45897, 'label': 'identity', 'start_offset': 76, 'end_offset': 86}]",[],[],45896,identity,61,71
201,203,An initial investigation into the DDoS attacks suggested that Mirai and Meris bot networks may have been leveraged in the attacks.,"[{'id': 45900, 'label': 'malware', 'start_offset': 72, 'end_offset': 90}, {'id': 45898, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 46}, {'id': 45899, 'label': 'malware', 'start_offset': 62, 'end_offset': 67}]",[],[],45900,malware,72,90
202,204," On Feb. 18, both the United States and the United Kingdom attributed these DDoS attacks to Russia’s Main Intelligence Directorate (GRU).  Over the past week, Ukraine has continued to observe a relatively constant flow of DDoS attacks targeting its government and financial institutions.","[{'id': 44621, 'label': 'identity', 'start_offset': 22, 'end_offset': 35}, {'id': 44622, 'label': 'TIME', 'start_offset': 4, 'end_offset': 11}, {'id': 44623, 'label': 'identity', 'start_offset': 44, 'end_offset': 58}, {'id': 44624, 'label': 'attack-pattern', 'start_offset': 76, 'end_offset': 80}, {'id': 44625, 'label': 'threat-actor', 'start_offset': 92, 'end_offset': 136}, {'id': 44626, 'label': 'identity', 'start_offset': 159, 'end_offset': 166}, {'id': 44627, 'label': 'attack-pattern', 'start_offset': 222, 'end_offset': 234}, {'id': 44628, 'label': 'identity', 'start_offset': 249, 'end_offset': 286}]","[{'id': 4, 'from_id': 44624, 'to_id': 44625, 'type': 'attributed-to'}, {'id': 131, 'from_id': 44627, 'to_id': 44628, 'type': 'targets'}]",[],44621,identity,22,35
